"",SentenceLabelRem,SentenceScoreRem,Rubric,Score,FeedbackCode,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
2831,"However, as part of the assignments you should have ranked the five selected papers based on the relevance of them with the given paper, which you have done it nicely.","However, as part of the assignments you should have ranked the five selected papers based on the relevance of them with the given paper, which you have done it nicely.",Sensemaking 1,87.5,415,1,30,69.05,77.41,19.26,72.45,30,13.33,93.33,76.67,66.67,16.67,10,0,0,6.67,0,3.33,6.67,16.67,13.33,3.33,16.67,13.33,3.33,6.67,0,20,0,6.67,3.33,0,3.33,3.33,23.33,0,23.33,6.67,3.33,3.33,0,0,10,0,3.33,3.33,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3.33,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,3.33,6.67,0,0,0,0,0
2832,"Further, the student could more generously use the material discussed in the labs to evaluate the quality of the papers including the venue, the people, and the citations.","Further, the student could more generously use the material discussed in the labs to evaluate the quality of the papers including the venue, the people, and the citations.",Sensemaking 1,87.5,415,1,28,99,61.28,8.95,75.77,28,32.14,82.14,64.29,53.57,0,0,0,0,0,0,0,0,32.14,28.57,0,14.29,3.57,0,3.57,0,10.71,7.14,3.57,0,0,0,0,10.71,0,10.71,3.57,3.57,3.57,0,0,0,0,3.57,3.57,0,0,0,0,0,0,0,0,10.71,7.14,3.57,0,0,3.57,3.57,3.57,0,0,0,0,0,0,0,0,3.57,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,10.71,0,0,10.71,0,0,0,0,3.57,0,0,0,0,0,0,0,14.29,3.57,10.71,0,0,0,0,0
2833,"Overall, you collected and collated some useful facts, but could have elaborated further on how you interpreted these facts (e.g., in light of the different perspectives given in different sources) to better understand the relevance of the papers with the given one.","Overall, you collected and collated some useful facts, but could have elaborated further on how you interpreted these facts (e.g., in light of the different perspectives given in different sources) to better understand the relevance of the papers with the given one.",Sensemaking 2,87.5,415,1,42,96.35,54.27,92.84,88.66,42,28.57,90.48,73.81,50,7.14,4.76,0,0,4.76,0,0,2.38,16.67,9.52,2.38,16.67,4.76,2.38,4.76,0,11.9,14.29,4.76,2.38,0,2.38,0,30.95,0,30.95,14.29,4.76,2.38,0,0,7.14,0,4.76,4.76,0,0,0,0,0,0,0,0,9.52,4.76,0,0,0,2.38,2.38,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,7.14,9.52,0,0,7.14,2.38,0,0,0,4.76,0,0,0,0,0,0,0,19.05,7.14,7.14,0,0,0,4.76,0
2834,"You received 17.9 marks for Week 1 and 17.4 marks for Week 3."" 87.5","You received 17.9 marks for Week 1 and 17.4 marks for Week 3.""",Agency 1,87.5,415,1,13,89.52,98.04,30.98,20.23,13,7.69,84.62,46.15,30.77,7.69,7.69,0,0,7.69,0,0,0,0,0,30.77,15.38,0,0,7.69,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,0,0,30.77,23.08,0,0,0,0,7.69,0
2835,You have correctly identified problematic questions from the provided questionnaire.,You have correctly identified problematic questions from the provided questionnaire.,Sensemaking 2,76.67,416,1,10,89.52,99,63.35,1,10,60,80,50,40,10,10,0,0,10,0,0,0,10,10,0,10,10,0,0,0,10,10,0,0,0,0,0,30,0,30,20,0,0,10,0,0,0,10,0,10,10,0,0,0,0,0,0,20,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
2836,Each issue is clearly identified and highlights one or multiple problems.,Each issue is clearly identified and highlights one or multiple problems.,Sensemaking 1,76.67,416,1,11,6.68,5.27,50.45,20.23,11,45.45,81.82,63.64,54.55,0,0,0,0,0,0,0,0,18.18,0,9.09,0,9.09,9.09,18.18,0,9.09,9.09,18.18,0,0,0,0,36.36,0,36.36,9.09,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
2837,"The problems have generally been correctly identified, and proposed solutions effective at removing problematic elements from each question.","The problems have generally been correctly identified, and proposed solutions effective at removing problematic elements from each question.",Sensemaking 1,76.67,416,1,18,79.79,40.06,39.59,20.23,18,61.11,83.33,55.56,44.44,0,0,0,0,0,0,0,0,11.11,5.56,0,11.11,11.11,5.56,5.56,0,11.11,11.11,0,11.11,0,11.11,0,33.33,0,33.33,16.67,0,0,11.11,0,0,0,11.11,5.56,5.56,5.56,0,0,0,0,0,0,11.11,11.11,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,11.11,5.56,5.56,0,0,0,0,0
2838,There are a few things to consider for potential improvement.,There are a few things to consider for potential improvement.,Agency 1,76.67,416,1,10,89.52,40.06,63.35,99,10,30,100,80,70,10,0,0,0,0,0,0,10,20,10,0,20,10,10,0,0,20,10,10,10,0,10,0,20,0,20,10,0,0,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,10,10,0,0,0,0,0,10,10,0,0,0,0,0,0
2839,"Regarding Question 11, you correctly identify one of the issues with Q11, that it is a double-barreled question, which has been rectified, the question also suffers from being a leading question, as It implies that emails are intrusive. This issue still persists in the suggested improvement.","Regarding Question 11, you correctly identify one of the issues with Q11, that it is a double-barreled question, which has been rectified, the question also suffers from being a leading question, as It implies that emails are intrusive. This issue still persists in the suggested improvement.",Sensemaking 1,76.67,416,1,46,60.52,53.04,44.75,53.96,23,34.78,89.13,58.7,56.52,15.22,2.17,0,0,2.17,0,0,13.04,21.74,10.87,8.7,10.87,10.87,4.35,4.35,0,13.04,0,4.35,6.52,0,6.52,2.17,15.22,0,15.22,13.04,0,0,8.7,0,2.17,0,6.52,4.35,2.17,2.17,0,2.17,0,0,0,0,17.39,15.22,0,2.17,0,0,13.04,2.17,0,0,0,0,2.17,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,2.17,0,0,2.17,0,0,0,0,2.17,8.7,0,0,0,0,0,0,17.39,4.35,10.87,0,0,0,2.17,0
2840,"Additionally, Question 9 is not necessarily a leading or over elaborate question, but rather one that broaches a sensitive subject, as interviewees may not wish to discuss their comfort levels or disclose if they are uncomfortable using Zoom.","Additionally, Question 9 is not necessarily a leading or over elaborate question, but rather one that broaches a sensitive subject, as interviewees may not wish to discuss their comfort levels or disclose if they are uncomfortable using Zoom.",Impact 1,76.67,416,1,38,17.38,1,93.14,20.23,38,36.84,89.47,68.42,55.26,7.89,5.26,0,0,0,0,5.26,2.63,13.16,5.26,5.26,7.89,7.89,7.89,13.16,5.26,13.16,7.89,2.63,2.63,0,2.63,2.63,39.47,0,39.47,10.53,2.63,2.63,18.42,2.63,15.79,0,5.26,2.63,2.63,5.26,2.63,2.63,0,0,0,0,18.42,13.16,0,0,0,0,13.16,5.26,0,0,0,0,0,0,0,0,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,5.26,0,0,2.63,0,0,2.63,0,0,5.26,5.26,0,0,0,0,0,10.53,2.63,7.89,0,0,0,0,0
2841,"Regarding Task 2, the subtopic and description are appropriate, and most questions avoid any major problematic issues.","Regarding Task 2, the subtopic and description are appropriate, and most questions avoid any major problematic issues.",Sensemaking 1,76.67,416,1,17,64.21,40.06,1.39,1,17,35.29,88.24,52.94,35.29,0,0,0,0,0,0,0,0,17.65,5.88,5.88,0,5.88,0,11.76,0,5.88,23.53,5.88,0,0,0,0,17.65,0,17.65,5.88,0,0,11.76,0,0,0,5.88,0,5.88,5.88,0,0,0,0,0,0,11.76,11.76,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,17.65,5.88,11.76,0,0,0,0,0
2842,"The justifications are generally detailed and appropriate, although occasionally brief.","The justifications are generally detailed and appropriate, although occasionally brief.",Sensemaking 1,76.67,416,1,10,15.41,3.95,99,20.23,10,60,100,80,50,0,0,0,0,0,0,0,0,10,10,0,0,10,10,20,0,10,30,0,0,0,0,0,50,0,50,10,10,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,20,10,10,0,0,0,0,0
2843,Question 3 and 4 are almost overlapping.,Question 3 and 4 are almost overlapping.,Sensemaking 1,76.67,416,1,7,2.35,40.06,97.09,20.23,7,28.57,100,42.86,42.86,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,14.29,14.29,0,14.29,0,0,0,0,0,0,28.57,0,28.57,14.29,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0
2844,"Regarding Task 1, the included interview schedule is generally appropriate and questions have been broken up based on subtopics/themes.","Regarding Task 1, the included interview schedule is generally appropriate and questions have been broken up based on subtopics/themes.",Sensemaking 2&Sensemaking 1,76.67,416,1,20,69.05,40.06,28.56,1,20,40,90,60,40,0,0,0,0,0,0,0,0,5,5,5,10,15,5,5,0,25,10,0,0,0,0,0,15,0,15,5,5,0,10,0,0,0,5,0,5,0,0,0,0,0,0,0,10,10,0,5,0,0,5,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,5,10,5,0,0,0,0,0,0,15,5,5,0,0,0,5,0
2845,"There is some consideration of follow-up and clarifying questions within the schedule, although additional planning and inclusion of these types of questions would be a good inclusion, as well as an introductory background and conclusion.","There is some consideration of follow-up and clarifying questions within the schedule, although additional planning and inclusion of these types of questions would be a good inclusion, as well as an introductory background and conclusion.",Sensemaking 1&Impact 1,76.67,416,1,35,72.76,24.76,91.58,94.7,35,40,91.43,60,57.14,2.86,0,0,0,0,0,0,2.86,14.29,8.57,0,17.14,8.57,5.71,17.14,0,8.57,2.86,5.71,2.86,0,2.86,0,25.71,0,25.71,17.14,0,2.86,5.71,0,2.86,0,5.71,5.71,0,2.86,2.86,0,0,0,0,0,8.57,8.57,5.71,0,0,0,2.86,0,0,0,0,0,0,0,0,0,2.86,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,5.71,0,0,5.71,0,0,0,2.86,0,2.86,2.86,0,0,0,0,0,11.43,2.86,5.71,0,0,0,2.86,0
2846,"Regarding Task 2, the transcript appears to be completed verbatim, with appropriate labeling to differentiate between the interviewer and participant, as well as appropriate timecoding.","Regarding Task 2, the transcript appears to be completed verbatim, with appropriate labeling to differentiate between the interviewer and participant, as well as appropriate timecoding.",Sensemaking 2&Sensemaking 1,76.67,416,1,25,98.41,40.06,13.33,81.12,25,52,92,56,44,0,0,0,0,0,0,0,0,8,8,4,24,4,4,12,0,8,8,0,0,0,0,0,8,0,8,0,0,0,4,0,4,0,4,4,0,0,0,0,0,0,0,0,12,8,0,4,0,0,4,4,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,4,4,0,0,4,4,4,0,0,0,0,0,0,16,4,12,0,0,0,0,0
2847,The interview was well conducted and a good amount of follow-up and clarifying questions are asked throughout.,The interview was well conducted and a good amount of follow-up and clarifying questions are asked throughout.,Sensemaking 1,76.67,416,1,17,79.1,40.06,46.57,99,17,35.29,88.24,64.71,52.94,0,0,0,0,0,0,0,0,11.76,11.76,0,11.76,11.76,5.88,11.76,0,17.65,0,5.88,0,0,0,0,11.76,0,11.76,11.76,0,0,5.88,0,0,0,11.76,11.76,0,5.88,5.88,0,0,0,0,0,17.65,17.65,0,0,0,0,17.65,0,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,5.88,0,0,0,0,11.76,5.88,0,0,0,0,0,0,11.76,5.88,0,0,0,0,5.88,0
2848,"Ensure that your codes are unique enough that they relate to only a single theme. If a code can be placed under more than a single theme, it means that the code is potentially too broad, or that there is too much crossover between themes and they are not sufficiently unique.For example, code 6 has the potential to be relevant to the first theme, as they both deal with obtaining information.","Ensure that your codes are unique enough that they relate to only a single theme. If a code can be placed under more than a single theme, it means that the code is potentially too broad, or that there is too much crossover between themes and they are not sufficiently unique.For example, code 6 has the potential to be relevant to the first theme, as they both deal with obtaining information.",Impact 1,76.67,416,1,72,45.49,25.13,59.49,2.17,36,12.5,90.28,75,66.67,12.5,5.56,0,0,1.39,0,4.17,6.94,25,8.33,5.56,12.5,11.11,6.94,6.94,1.39,15.28,11.11,12.5,0,0,0,0,19.44,0,18.06,5.56,0,1.39,5.56,0,8.33,0,2.78,0,2.78,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0,2.78,0,0,0,0,0,8.33,1.39,0,6.94,0,0,0,0,1.39,9.72,2.78,0,0,0,0,0,9.72,4.17,5.56,0,0,0,0,0
2849,"Although some codes have latent aspects, many of the codes included are focused on a semantic level of interpretation. It would be appropriate to include further latent codes, this means looking deeper into the substance of what is being said and the underlying meaning of what has been said, as opposed to a surface level interpretation.","Although some codes have latent aspects, many of the codes included are focused on a semantic level of interpretation. It would be appropriate to include further latent codes, this means looking deeper into the substance of what is being said and the underlying meaning of what has been said, as opposed to a surface level interpretation.",Sensemaking 1&Impact 1,76.67,416,1,56,86.87,30.13,48.09,5.5,28,28.57,83.93,69.64,53.57,7.14,0,0,0,0,0,0,7.14,14.29,8.93,0,16.07,14.29,0,5.36,0,25,7.14,3.57,1.79,0,0,1.79,10.71,0,10.71,7.14,0,1.79,0,0,1.79,0,1.79,0,1.79,0,0,0,0,0,0,0,8.93,8.93,0,0,1.79,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,14.29,1.79,0,10.71,1.79,0,0,0,7.14,7.14,0,0,0,0,0,0,8.93,3.57,5.36,0,0,0,0,0
2850,"You received 14 marks for Week 4, 17 marks for Week 5 and 16 marks for Week 6"" 76.67","You received 14 marks for Week 4, 17 marks for Week 5 and 16 marks for Week 6""",Agency 1,76.67,416,1,18,95.3,92.24,39.59,20.23,18,5.56,83.33,44.44,27.78,5.56,5.56,0,0,5.56,0,0,0,0,0,33.33,16.67,0,0,5.56,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,5.56,0,0,0,0,0,0,0,11.11,0,5.56,0,0,0,5.56,0
2851,I appreciate very much your efforts in addressing the assignment brief you have been given.,I appreciate very much your efforts in addressing the assignment brief you have been given.,Agency 2,51.67,417,1,15,22.17,99,93.95,97.84,15,26.67,93.33,73.33,60,20,20,6.67,0,13.33,0,0,0,20,6.67,0,6.67,13.33,6.67,0,0,20,13.33,6.67,6.67,0,6.67,0,6.67,0,6.67,6.67,0,0,0,0,0,0,6.67,6.67,0,6.67,6.67,0,0,0,0,0,20,6.67,6.67,0,0,0,0,13.33,0,0,0,0,0,0,0,0,13.33,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,6.67,0,0,0,6.67,13.33,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0
2852,You have provided a good narrative on your video with a good quality on the audio.,You have provided a good narrative on your video with a good quality on the audio.,Sensemaking 2,51.67,417,1,16,99,99,1,99,16,18.75,81.25,56.25,56.25,12.5,12.5,0,0,12.5,0,0,0,25,18.75,0,18.75,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,12.5,0,0,0,0,0,18.75,6.25,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,6.25,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0
2853,"There are however some aspects of your video/video treatment that need to be further refined to make it a thorough, critical, reflective and/or professional task.","There are however some aspects of your video/video treatment that need to be further refined to make it a thorough, critical, reflective and/or professional task.",Sensemaking 2,51.67,417,1,27,33.38,40.06,27.44,20.23,27,33.33,81.48,70.37,51.85,11.11,3.7,0,0,3.7,0,0,7.41,14.81,3.7,0,11.11,7.41,7.41,11.11,0,14.81,11.11,3.7,0,0,0,0,18.52,0,18.52,3.7,3.7,3.7,3.7,0,7.41,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,7.41,0,0,7.41,0,0,0,0,0,0,0,0,0,0,0,7.41,0,0,0,0,0,0,0,0,7.41,11.11,0,0,7.41,3.7,0,0,0,0,3.7,0,0,0,0,0,0,18.52,3.7,7.41,0,0,0,7.41,0
2854,"Firstly, there is lack of absolute live action content in your video and you heavily relied on static images in your video which is not based on the requirements of the task.","Firstly, there is lack of absolute live action content in your video and you heavily relied on static images in your video which is not based on the requirements of the task.",Sensemaking 1,51.67,417,1,32,70.71,87.7,54.55,20.23,32,15.63,84.38,71.88,59.38,12.5,9.38,0,0,9.38,0,0,3.13,15.63,6.25,3.13,18.75,6.25,9.38,3.13,3.13,15.63,3.13,3.13,0,0,0,0,12.5,0,12.5,0,3.13,3.13,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,9.38,0,0,0,0,0,0,9.38,0,0,0,0,0,0,0,0,3.13,0,0,3.13,0,0,3.13,0,0,0,0,0,0,0,0,3.13,0,0,3.13,0,0,0,0,0,3.13,21.88,0,3.13,12.5,3.13,0,3.13,0,0,6.25,0,0,0,0,0,0,6.25,3.13,3.13,0,0,0,0,0
2855,You could also have made your content more interesting for the investors by showing how effectively this research can address the problems where the investors may want to invest (this is different to present a paper in a conference). This should also be reflected in your justification for each beat where you can show how each beat can engage the investors accompanied with your justification about the visual being used.,You could also have made your content more interesting for the investors by showing how effectively this research can address the problems where the investors may want to invest (this is different to present a paper in a conference). This should also be reflected in your justification for each beat where you can show how each beat can engage the investors accompanied with your justification about the visual being used.,Sensemaking 1&Impact 1,51.67,417,1,70,52.56,99,1.27,65.27,35,24.29,90,71.43,61.43,11.43,7.14,0,0,7.14,0,0,4.29,22.86,10,0,12.86,14.29,10,2.86,0,20,5.71,1.43,2.86,1.43,1.43,0,24.29,0,24.29,7.14,8.57,8.57,1.43,0,1.43,0,2.86,2.86,0,0,0,0,0,0,0,0,12.86,0,0,0,0,0,0,11.43,0,0,0,0,0,0,0,0,8.57,0,0,8.57,5.71,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,2.86,1.43,11.43,0,0,5.71,5.71,0,0,0,4.29,5.71,1.43,0,0,0,0,0,5.71,2.86,0,0,0,0,2.86,0
2856,"Also, the length of the beats is inconsistent as one of them is a bit long (it is recommended to keep all the beats between 10 to 15 seconds).","Also, the length of the beats is inconsistent as one of them is a bit long (it is recommended to keep all the beats between 10 to 15 seconds).",Sensemaking 1,51.67,417,1,29,96.21,40.06,43.66,98.26,29,13.79,93.1,79.31,62.07,6.9,3.45,0,0,0,0,3.45,3.45,20.69,13.79,10.34,20.69,10.34,3.45,6.9,0,13.79,6.9,17.24,0,0,0,0,6.9,3.45,3.45,0,0,0,0,0,3.45,0,6.9,6.9,0,0,0,0,0,0,0,0,6.9,3.45,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,10.34,0,0,10.34,0,0,0,3.45,0,10.34,0,0,0,0,0,0,13.79,3.45,3.45,0,0,0,6.9,0
2857,"Lastly, your treatment is not matched with the video and also your video is not trimmed nicely as there is a black gap at the end.","Lastly, your treatment is not matched with the video and also your video is not trimmed nicely as there is a black gap at the end.",Sensemaking 1,51.67,417,1,26,21.6,40.06,81.58,79.29,26,11.54,80.77,69.23,65.38,7.69,7.69,0,0,7.69,0,0,0,19.23,11.54,0,11.54,11.54,11.54,11.54,7.69,11.54,3.85,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,7.69,0,3.85,3.85,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,7.69,3.85,0,0,7.69,0,11.54,0,0,0,0,0,0,7.69,3.85,3.85,0,0,0,0,0
2858,I appreciate your efforts on this task.,I appreciate your efforts on this task.,Agency 2,51.67,417,1,7,18.12,97.11,97.09,99,7,28.57,100,57.14,57.14,42.86,28.57,14.29,0,14.29,0,0,14.29,28.57,0,0,14.29,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,14.29,14.29,0,0,0,0,0,0,14.29,14.29,0,14.29,14.29,0,0,0,0,0,28.57,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,28.57,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0
2859,Some of the questions are responded better in comparison to the others such as the potential solution and the impact of the research.,Some of the questions are responded better in comparison to the others such as the potential solution and the impact of the research.,Sensemaking 1,51.67,417,1,23,99,5.93,74.45,84.9,23,26.09,100,73.91,65.22,4.35,0,0,0,0,0,0,4.35,30.43,21.74,0,21.74,4.35,0,8.7,0,8.7,4.35,4.35,8.7,0,8.7,0,34.78,0,34.78,8.7,8.7,0,8.7,0,8.7,0,4.35,4.35,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,4.35,4.35,0,0,4.35,0,0,0,0,4.35,4.35,4.35,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0
2860,"However, there are some aspects of your document that need to be further refined to make it a thorough, critical, reflective and/or professional report. For example, you need to be more specific and provide your own insights on the problem being tackled and the technologies which are related (being used) to this research (you just named them).","However, there are some aspects of your document that need to be further refined to make it a thorough, critical, reflective and/or professional report. For example, you need to be more specific and provide your own insights on the problem being tackled and the technologies which are related (being used) to this research (you just named them).",Sensemaking 2&Impact 1,51.67,417,1,58,32.86,90.41,13.6,20.23,29,31.03,93.1,75.86,58.62,15.52,8.62,0,0,6.9,0,1.72,6.9,15.52,5.17,0,12.07,10.34,5.17,8.62,0,20.69,8.62,3.45,1.72,0,0,1.72,20.69,0,20.69,5.17,3.45,3.45,1.72,0,5.17,0,0,0,0,0,0,0,0,0,0,0,10.34,1.72,0,0,0,0,0,8.62,0,0,0,0,1.72,0,0,1.72,5.17,0,0,5.17,0,0,0,0,0,0,0,0,0,0,0,5.17,0,0,0,0,0,0,0,1.72,5.17,6.9,0,1.72,3.45,1.72,0,0,0,5.17,5.17,0,0,0,0,0,0,18.97,3.45,6.9,0,0,0,8.62,0
2861,"Also, for the conflict section, you need to find at least one prior art which is related to this research (and there are as we carefully selected our papers).","Also, for the conflict section, you need to find at least one prior art which is related to this research (and there are as we carefully selected our papers).",Impact 1,51.67,417,1,29,37.7,99,67.94,1.05,29,20.69,93.1,72.41,62.07,17.24,10.34,0,6.9,3.45,0,0,6.9,17.24,3.45,3.45,17.24,6.9,6.9,10.34,0,13.79,3.45,10.34,6.9,6.9,0,0,20.69,0,20.69,10.34,0,3.45,0,0,3.45,0,3.45,0,3.45,0,0,0,0,0,0,0,13.79,3.45,0,0,3.45,0,0,10.34,0,0,0,0,0,0,0,0,6.9,3.45,0,3.45,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,3.45,6.9,10.34,0,0,6.9,0,0,0,3.45,3.45,6.9,0,0,0,0,0,0,17.24,3.45,6.9,0,0,0,6.9,0
2862,"Overall, some of your responses need more insights to fully address the question.","Overall, some of your responses need more insights to fully address the question.",Sensemaking 2,51.67,417,1,13,96.67,98.04,2.93,20.23,13,38.46,92.31,69.23,53.85,7.69,7.69,0,0,7.69,0,0,0,30.77,7.69,0,15.38,0,7.69,0,0,7.69,15.38,15.38,0,0,0,0,46.15,0,46.15,15.38,7.69,7.69,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,23.08,15.38,0,0,0,0,15.38,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,7.69,0,0,0,0,0
